Website,Google OIDC Present,Method
﻿https://www.abc.net.au/,False,N/A
https://google.com,True,Redirect URL
https://www.crazygames.com/,False,N/A
https://www.duplichecker.com/,False,N/A
https://www.canva.com/,False,N/A
https://www.imdb.com/,False,N/A
https://www.coursehero.com/,False,N/A
https://www.udemy.com/,False,N/A
